Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ICD-9-D-78097,ICD-9-D,Altered mental status,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78099,ICD-9-D,Other general symptoms,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7810,ICD-9-D,Abnormal involuntary movements,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7812,ICD-9-D,Abnormality of gait,42,-1,-1,-1,13,18,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7813,ICD-9-D,Lack of coordination,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78199,ICD-9-D,Other symptoms involving nervous and musculoskeletal systems,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7820,ICD-9-D,Disturbance of skin sensation,60,-1,-1,-1,19,19,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7821,ICD-9-D,Rash and other nonspecific skin eruption,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7823,ICD-9-D,Edema,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7827,ICD-9-D,Spontaneous ecchymoses,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7830,ICD-9-D,Anorexia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7831,ICD-9-D,Abnormal weight gain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78321,ICD-9-D,Loss of weight,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78322,ICD-9-D,Underweight,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7833,ICD-9-D,Feeding difficulties and mismanagement,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78340,ICD-9-D,Lack of normal physiological development  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7840,ICD-9-D,Headache,1099,245,158,185,209,209,93,-1,-1,-1,-1,-1,-1 
ICD-9-D-7841,ICD-9-D,Throat pain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7842,ICD-9-D,Swelling  mass  or lump in head and neck,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78449,ICD-9-D,Other voice and resonance disorders,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78459,ICD-9-D,Other speech disturbance,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78492,ICD-9-D,Jaw pain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78499,ICD-9-D,Other symptoms involving head and neck,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7850,ICD-9-D,Tachycardia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7851,ICD-9-D,Palpitations,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7852,ICD-9-D,Undiagnosed cardiac murmurs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7856,ICD-9-D,Enlargement of lymph nodes,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7859,ICD-9-D,Other symptoms involving cardiovascular system,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78600,ICD-9-D,Respiratory abnormality  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78605,ICD-9-D,Shortness of breath,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78607,ICD-9-D,Wheezing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78609,ICD-9-D,Other respiratory abnormalities,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7862,ICD-9-D,Cough,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78630,ICD-9-D,Hemoptysis  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78650,ICD-9-D,Chest pain  unspecified,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78651,ICD-9-D,Precordial pain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78652,ICD-9-D,Painful respiration,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78659,ICD-9-D,Other chest pain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7869,ICD-9-D,Other symptoms involving respiratory system and chest,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78701,ICD-9-D,Nausea with vomiting,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78702,ICD-9-D,Nausea alone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78703,ICD-9-D,Vomiting alone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7871,ICD-9-D,Heartburn,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78720,ICD-9-D,Dysphagia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78722,ICD-9-D,Dysphagia  oropharyngeal phase,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78729,ICD-9-D,Other dysphagia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7876,ICD-9-D,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78760,ICD-9-D,Full incontinence of feces,69,-1,-1,11,-1,26,22,-1,-1,-1,-1,-1,-1 
ICD-9-D-78763,ICD-9-D,Fecal urgency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78791,ICD-9-D,Diarrhea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7880,ICD-9-D,Renal colic,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7881,ICD-9-D,Dysuria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7882,ICD-9-D,Epidemic vomiting synd,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78820,ICD-9-D,Retention of urine  unspecified,101,41,19,12,14,14,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78821,ICD-9-D,Incomplete bladder emptying,96,56,21,11,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78829,ICD-9-D,Other specified retention of urine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78830,ICD-9-D,Urinary incontinence  unspecified,157,94,15,20,11,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78831,ICD-9-D,Urge incontinence,1166,826,122,104,47,45,22,-1,-1,-1,-1,-1,-1 
ICD-9-D-78832,ICD-9-D,Stress incontinence  male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78833,ICD-9-D,Mixed incontinence (male) (female),267,196,34,15,14,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78834,ICD-9-D,Incontinence without sensory awareness,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78835,ICD-9-D,Post-void dribbling,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78836,ICD-9-D,Nocturnal enuresis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78837,ICD-9-D,Continuous leakage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78838,ICD-9-D,Overflow incontinence,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78839,ICD-9-D,Other urinary incontinence,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78841,ICD-9-D,Urinary frequency,817,526,108,81,40,32,30,-1,-1,-1,-1,-1,-1 
ICD-9-D-78842,ICD-9-D,Polyuria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78843,ICD-9-D,Nocturia,209,160,32,12,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78862,ICD-9-D,Slowing of urinary stream,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78863,ICD-9-D,Urgency of urination,340,221,44,28,13,17,17,-1,-1,-1,-1,-1,-1 
ICD-9-D-78864,ICD-9-D,Urinary hesitancy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78865,ICD-9-D,Straining on urination,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78869,ICD-9-D,Other abnormality of urination,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78891,ICD-9-D,Functional urinary incontinence,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78899,ICD-9-D,Other symptoms involving urinary system,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7890,ICD-9-D,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78900,ICD-9-D,Abdominal pain  unspecified site,101,32,20,-1,15,12,14,-1,-1,-1,-1,-1,-1 
ICD-9-D-78901,ICD-9-D,Abdominal pain  right upper quadrant,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78902,ICD-9-D,Abdominal pain  left upper quadrant,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78903,ICD-9-D,Abdominal pain  right lower quadrant,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78904,ICD-9-D,Abdominal pain  left lower quadrant,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78905,ICD-9-D,Abdominal pain  periumbilic,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78906,ICD-9-D,Abdominal pain  epigastric,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78907,ICD-9-D,Abdominal pain  generalized,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78909,ICD-9-D,Abdominal pain  other specified site,31,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7891,ICD-9-D,Hepatomegaly,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78930,ICD-9-D,Abdominal or pelvic swelling  mass  or lump  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79009,ICD-9-D,Other abnormality of red blood cells,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79021,ICD-9-D,Impaired fasting glucose,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79022,ICD-9-D,Impaired glucose tolerance test (oral),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79029,ICD-9-D,Other abnormal glucose,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7906,ICD-9-D,Other abnormal blood chemistry,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7907,ICD-9-D,Bacteremia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79092,ICD-9-D,Abnormal coagulation profile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79093,ICD-9-D,Elevated prostate specific antigen [PSA],12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79099,ICD-9-D,Other nonspecific findings on examination of blood,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7910,ICD-9-D,Proteinuria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7919,ICD-9-D,Other nonspecific findings on examination of urine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7930,ICD-9-D,Nonspecific (abnormal) findings on radiological and other examination of skull and head,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7931,ICD-9-D,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79311,ICD-9-D,Solitary pulmonary nodule,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79319,ICD-9-D,Other nonspecific abnormal finding of lung field,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7932,ICD-9-D,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7936,ICD-9-D,Nonspecific (abnormal) findings on radiological and other examination of abdominal area  including retroperitoneum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79380,ICD-9-D,Abnormal mammogram  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79381,ICD-9-D,Mammographic microcalcification,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79382,ICD-9-D,Inconclusive mammogram,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79389,ICD-9-D,Other (abnormal) findings on radiological examination of breast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79402,ICD-9-D,Nonspecific abnormal electroencephalogram [EEG],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79431,ICD-9-D,Nonspecific abnormal electrocardiogram [ECG] [EKG],17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79500,ICD-9-D,Abnormal glandular Papanicolaou smear of cervix,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7952,ICD-9-D,Nonspecific abnormal findings on chromosomal analysis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79579,ICD-9-D,Other and unspecified nonspecific immunological findings,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7962,ICD-9-D,Elevated blood pressure reading without diagnosis of hypertension,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7963,ICD-9-D,Nonspecific low blood pressure reading,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7964,ICD-9-D,Other abnormal clinical findings,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79902,ICD-9-D,Hypoxemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-79921,ICD-9-D,Nervousness,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-80500,ICD-9-D,Closed fracture of cervical vertebra  unspecified level,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8052,ICD-9-D,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8054,ICD-9-D,Closed fracture of lumbar vertebra without mention of spinal cord injury,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8058,ICD-9-D,Closed fracture of unspecified vertebral column without mention of spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8064,ICD-9-D,Closed fracture of lumbar spine with spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8088,ICD-9-D,Closed unspecified fracture of pelvis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-81200,ICD-9-D,Closed fracture of unspecified part of upper end of humerus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-81323,ICD-9-D,Closed fracture of shaft of radius with ulna,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-81501,ICD-9-D,Closed fracture of base of thumb [first] metacarpal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-82380,ICD-9-D,Closed fracture of unspecified part of tibia alone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8248,ICD-9-D,Unspecified fracture of ankle  closed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-82520,ICD-9-D,Closed fracture of unspecified bone(s) of foot [except toes],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-82525,ICD-9-D,Closed fracture of metatarsal bone(s),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-83100,ICD-9-D,Closed dislocation of shoulder  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-83109,ICD-9-D,Closed dislocation of shoulder  other,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8360,ICD-9-D,Tear of medial cartilage or meniscus of knee  current,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8361,ICD-9-D,Tear of lateral cartilage or meniscus of knee  current,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8404,ICD-9-D,Rotator cuff (capsule) sprain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8407,ICD-9-D,Superior glenoid labrum lesion,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8408,ICD-9-D,Sprains and strains of other specified sites of shoulder and upper arm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8409,ICD-9-D,Sprains and strains of unspecified site of shoulder and upper arm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-84200,ICD-9-D,Sprain of wrist  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-84210,ICD-9-D,Sprain of hand  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8438,ICD-9-D,Sprains and strains of other specified sites of hip and thigh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8441,ICD-9-D,Sprain of medial collateral ligament of knee,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8442,ICD-9-D,Sprain of cruciate ligament of knee,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8449,ICD-9-D,Sprains and strains of unspecified site of knee and leg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-84500,ICD-9-D,Sprain of ankle  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-84509,ICD-9-D,Other sprains and strains of ankle,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-84512,ICD-9-D,Sprain of metatarsophalangeal (joint) of foot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8460,ICD-9-D,Sprain of lumbosacral (joint) (ligament),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8470,ICD-9-D,Sprain of neck,41,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8471,ICD-9-D,Sprain of thoracic,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8472,ICD-9-D,Sprain of lumbar,51,-1,-1,15,15,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8473,ICD-9-D,Sprain of sacrum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8500,ICD-9-D,Concussion with no loss of consciousness,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-85400,ICD-9-D,Intracranial injury of other and unspecified nature without mention of open intracranial wound  unspecified state of consciousness,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-85409,ICD-9-D,Intracranial injury of other and unspecified nature without mention of open intracranial wound  with concussion  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-86509,ICD-9-D,Other injury into spleen without mention of open wound into cavity,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8761,ICD-9-D,Open wound of back  complicated,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8830,ICD-9-D,Open wound of finger(s)  without mention of complication,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8872,ICD-9-D,Traumatic amputation of arm and hand (complete) (partial)  unilateral  at or above elbow  without mention of complication,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8910,ICD-9-D,Open wound of knee  leg [except thigh]  and ankle  without mention of complication,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-8911,ICD-9-D,Open wound of knee  leg [except thigh]  and ankle  complicated,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9001,ICD-9-D,Injury to internal jugular vein,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9051,ICD-9-D,Late effect of fracture of spine and trunk without mention of spinal cord lesion,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9052,ICD-9-D,Late effect of fracture of upper extremities,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9054,ICD-9-D,Late effect of fracture of lower extremities,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9057,ICD-9-D,Late effect of sprain and strain without mention of tendon injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9064,ICD-9-D,Late effect of crushing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9070,ICD-9-D,Late effect of intracranial injury without mention of skull fracture,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9071,ICD-9-D,Late effect of injury to cranial nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9072,ICD-9-D,Late effect of spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9073,ICD-9-D,Late effect of injury to nerve root(s)  spinal plexus(es)  and other nerves of trunk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9074,ICD-9-D,Late effect of injury to peripheral nerve of shoulder girdle and upper limb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9075,ICD-9-D,Late effect of injury to peripheral nerve of pelvic girdle and lower limb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9079,ICD-9-D,Late effect of injury to other and unspecified nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9089,ICD-9-D,Late effect of unspecified injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9092,ICD-9-D,Late effect of radiation,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9093,ICD-9-D,Late effect of complications of surgical and medical care,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9173,ICD-9-D,Blister of foot and toe(s)  infected,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9196,ICD-9-D,Superficial foreign body (splinter) of other  multiple  and unspecified sites  without major open wound and without mention of infection,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-920,ICD-9-D,Contusion of face  scalp  and neck except eye(s),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9238,ICD-9-D,Contusion of multiple sites of upper limb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9243,ICD-9-D,Contusion of toe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-94504,ICD-9-D,Burn of unspecified degree of lower leg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9512,ICD-9-D,Injury to trigeminal nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-95200,ICD-9-D,C1-C4 level with unspecified spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-95205,ICD-9-D,C5-C7 level with unspecified spinal cord injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-9522,ICD-9-D,Lumbar spinal cord injury without evidence of spinal bone injury,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
